Language,SourceWord,SourceWord CV,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllabe,TargetSyllabe,PositionSource,PositionTarget,Process,TargetOrthopraphy,Translation,Reference,Notes
Sri Lanka Portuguese,d̠ʒu:stu,CV.CCV,ˈʒuʃtu,d̠ʒu.:stu,ˈʒuʃ.tu,d̠ʒu:,ˈʒuʃ,1,1,,justo,correct,Clements2012[37-41],
Sri Lanka Portuguese,d̠ʒu:stu,CV.CCV,ˈʒuʃtu,d̠ʒu.:stu,ˈʒuʃ.tu,stu,tu,2,2,,justo,correct,Clements2012[37-41],
Sri Lanka Portuguese,mandɾe:tu,CVC.CCV.CV,ˈmɐ̃w diˈɾɐjtɐ,man.dɾe:.tu,ˈmɐ̃w.di.ˈɾɐj.tɐ,man,ˈmɐ̃w,1,1,,à direita,rightside,Clements2012[37-41],
Sri Lanka Portuguese,mandɾe:tu,CVC.CCV.CV,ˈmɐ̃w diˈɾɐjtɐ,man.dɾe:.tu,ˈmɐ̃w.di.ˈɾɐj.tɐ,dɾe:,diˈ,2,2,,à direita,rightside,Clements2012[37-41],
Sri Lanka Portuguese,mandɾe:tu,CVC.CCV.CV,ˈmɐ̃w diˈɾɐjtɐ,man.dɾe:.tu,ˈmɐ̃w.di.ˈɾɐj.tɐ,tu,ˈɾɐj,3,3,,à direita,rightside,Clements2012[37-41],
Sri Lanka Portuguese,mandɾe:tu,CVC.CCV.CV,ˈmɐ̃w diˈɾɐjtɐ,man.dɾe:.tu,ˈmɐ̃w.di.ˈɾɐj.tɐ,-,tɐ,-,4,,à direita,rightside,Clements2012[37-41],
Sri Lanka Portuguese,ɾi:ʋ,CVC ,ˈʀiu,ɾi.:ʋ,ˈʀi.u,ɾi:ʋ,ˈʀi,1,1,,rio,river,Clements2012[37-41],
Sri Lanka Portuguese,ɾi:ʋ,CVC ,ˈʀiu,ɾi.:ʋ,ˈʀi.u,-,u,-,2,,rio,river,Clements2012[37-41],
Sri Lanka Portuguese,kami:m,CV.CVC,kɐˈmiɲu,ka.mi:m,kɐ.ˈmi.ɲu,ka,kɐ,1,1,,caminho,road,Clements2012[37-41],
Sri Lanka Portuguese,kami:m,CV.CVC,kɐˈmiɲu,ka.mi:m,kɐ.ˈmi.ɲu,-,ˈmi,-,2,,caminho,road,Clements2012[37-41],
Sri Lanka Portuguese,kami:m,CV.CVC,kɐˈmiɲu,ka.mi:m,kɐ.ˈmi.ɲu,mi:m,ɲu,2,3,,caminho,road,Clements2012[37-41],
Sri Lanka Portuguese,ɾɛzə,CV.CV,ʀɐˈiʃ,ɾɛ.zə,ʀɐ.ˈiʃ,ɾɛ,ʀɐ,1,1,,raiz,root,Clements2012[37-41],
Sri Lanka Portuguese,ɾɛzə,CV.CV,ʀɐˈiʃ,ɾɛ.zə,ʀɐ.ˈiʃ,zə,ˈiʃ,2,2,,raiz,root,Clements2012[37-41],
Sri Lanka Portuguese,kɔ:ɾda,CVC.CV,ˈkɔɾdɐ,kɔ:ɾ.da,ˈkɔɾ.dɐ,kɔ:ɾ,ˈkɔɾ,1,1,,corda,rope,Clements2012[37-41],
Sri Lanka Portuguese,kɔ:ɾda,CVC.CV,ˈkɔɾdɐ,kɔ:ɾ.da,ˈkɔɾ.dɐ,da,dɐ,2,2,,corda,rope,Clements2012[37-41],
Sri Lanka Portuguese,po:dɾi,CV.CCV,ˈpodɾɨ,po:.dɾi,ˈpo.dɾɨ,po:,ˈpo,1,1,,podre,rotten,Clements2012[37-41],
Sri Lanka Portuguese,po:dɾi,CV.CCV,ˈpodɾɨ,po:.dɾi,ˈpo.dɾɨ,dɾi,dɾɨ,2,2,,podre,rotten,Clements2012[37-41],
Sri Lanka Portuguese,ɾoti:du,CV.CV.CV,puˈdɾidu,ɾo.ti:du,pu.ˈdɾi.du,ɾo,pu,1,1,,podre,rotten,Clements2012[37-41],
Sri Lanka Portuguese,ɾoti:du,CV.CV.CV,puˈdɾidu,ɾo.ti:du,pu.ˈdɾi.du,ti:,ˈdɾi,2,2,,podre,rotten,Clements2012[37-41],
Sri Lanka Portuguese,ɾoti:du,CV.CV.CV,puˈdɾidu,ɾo.ti:du,pu.ˈdɾi.du,du,du,3,3,,podre,rotten,Clements2012[37-41],
Sri Lanka Portuguese,ɾɔnt,,,ɾɔnt,,ɾɔnt,,,,,redondo,round,Clements2012[37-41],Not of Portuguese origin
Sri Lanka Portuguese,ɾusa:,CV.CV,ʀuˈsaɾ,ɾu.sa:,ʀu.ˈsaɾ,ɾu,ʀu,1,1,,esfregar,rub,Clements2012[37-41],
Sri Lanka Portuguese,ɾusa:,CV.CV,ʀuˈsaɾ,ɾu.sa:,ʀu.ˈsaɾ,sa:,ˈsaɾ,2,2,,esfregar,rub,Clements2012[37-41],
Sri Lanka Portuguese,sa:l,CVC,ˈsal,sa:l,ˈsal,sa:l,ˈsal,1,1,,sal,salt,Clements2012[37-41],
Sri Lanka Portuguese,aɾi:ja,V.CV.CV,ɐˈɾɐjɐ,a.ɾi.:ja,ɐ.ˈɾɐj.ɐ,a,ɐ,1,1,,areia,sand,Clements2012[37-41],
Sri Lanka Portuguese,aɾi:ja,V.CV.CV,ɐˈɾɐjɐ,a.ɾi.:ja,ɐ.ˈɾɐj.ɐ,ɾi:,ˈɾɐj,2,2,,areia,sand,Clements2012[37-41],
Sri Lanka Portuguese,aɾi:ja,V.CV.CV,ɐˈɾɐjɐ,a.ɾi.:ja,ɐ.ˈɾɐj.ɐ,ja,ɐ,3,3,,areia,sand,Clements2012[37-41],
Sri Lanka Portuguese,fala:,CV.CV,fɐˈlaɾ,fa.la:,fɐ.ˈlaɾ,fa,fɐ,1,1,,falar,say,Clements2012[37-41],
Sri Lanka Portuguese,fala:,CV.CV,fɐˈlaɾ,fa.la:,fɐ.ˈlaɾ,la:,ˈlaɾ,2,2,,falar,say,Clements2012[37-41],
Sri Lanka Portuguese,ma:ɾa,CV.CV,ˈmaɾ,ma.:ɾa,ˈmaɾ,ma:,ˈmaɾ,1,1,,mar,sea,Clements2012[37-41],
Sri Lanka Portuguese,ma:ɾa,CV.CV,ˈmaɾ,ma.:ɾa,ˈmaɾ,ɾa,-,2,-,,mar,sea,Clements2012[37-41],
Sri Lanka Portuguese,paɾsa,CVC.CV,pɐɾɨˈseɾ,paɾ.sa,pɐ.ɾɨ.ˈseɾ,paɾ,pɐ,1,1,,parecer,see,Clements2012[37-41],
Sri Lanka Portuguese,paɾsa,CVC.CV,pɐɾɨˈseɾ,paɾ.sa,pɐ.ɾɨ.ˈseɾ,-,ɾɨ,-,2,,parecer,see,Clements2012[37-41],
Sri Lanka Portuguese,paɾsa,CVC.CV,pɐɾɨˈseɾ,paɾ.sa,pɐ.ɾɨ.ˈseɾ,sa,ˈseɾ,2,3,,parecer,see,Clements2012[37-41],
Sri Lanka Portuguese,kuza,CV.CV,kuˈzeɾ,ku.za,ku.ˈzeɾ,ku,ku,1,1,,coser,sew,Clements2012[37-41],
Sri Lanka Portuguese,kuza,CV.CV,kuˈzeɾ,ku.za,ku.ˈzeɾ,za,ˈzeɾ,2,2,,coser,sew,Clements2012[37-41],
Sri Lanka Portuguese,aʋdu,VC.CV,ɐˈgudu,aʋ.du,ɐ.ˈgu.du,aʋ,ɐ,1,1,,agudo,sharp,Clements2012[37-41],
Sri Lanka Portuguese,aʋdu,VC.CV,ɐˈgudu,aʋ.du,ɐ.ˈgu.du,-,ˈgu,-,2,,agudo,sharp,Clements2012[37-41],
Sri Lanka Portuguese,aʋdu,VC.CV,ɐˈgudu,aʋ.du,ɐ.ˈgu.du,du,du,2,3,,agudo,sharp,Clements2012[37-41],
Sri Lanka Portuguese,ku:ɾtu,CVC.CV,ˈkuɾtu,ku:ɾ.tu,ˈkuɾ.tu,ku:ɾ,ˈkuɾ,1,1,,curto,short,Clements2012[37-41],
Sri Lanka Portuguese,ku:ɾtu,CVC.CV,ˈkuɾtu,ku:ɾ.tu,ˈkuɾ.tu,tu,tu,2,2,,curto,short,Clements2012[37-41],
Sri Lanka Portuguese,kanta:,CVC.CV,kɐ̃ˈtaɾ,kan.ta:,kɐ̃.ˈtaɾ,kan,kɐ̃,1,1,,cantar,sing,Clements2012[37-41],
Sri Lanka Portuguese,kanta:,CVC.CV,kɐ̃ˈtaɾ,kan.ta:,kɐ̃.ˈtaɾ,ta:,taɾ,2,2,,cantar,sing,Clements2012[37-41],
Sri Lanka Portuguese,santa:,CVC.CV,sẽˈtaɾ,san.ta:,sẽ.ˈtaɾ,san,sẽ,1,1,,sentar,sit,Clements2012[37-41],
Sri Lanka Portuguese,santa:,CVC.CV,sẽˈtaɾ,san.ta:,sẽ.ˈtaɾ,ta:,ˈtaɾ,2,2,,sentar,sit,Clements2012[37-41],
Sri Lanka Portuguese,pɛ:li,CV.CV,ˈpɛlɨ,pɛ:.li,ˈpɛ.lɨ,pɛ:,ˈpɛ,1,1,,pele,skin,Clements2012[37-41],
Sri Lanka Portuguese,pɛ:li,CV.CV,ˈpɛlɨ,pɛ:.li,ˈpɛ.lɨ,li,lɨ,2,2,,pele,skin,Clements2012[37-41],
Sri Lanka Portuguese,sɛ:ʋ,CVC,ˈsɛw,sɛ.:ʋ,ˈsɛw,sɛ:ʋ,ˈsɛw,1,1,,céu,sky,Clements2012[37-41],
Sri Lanka Portuguese,dɾumi:,CCV.CV,duɾˈmiɾ,dɾu.mi:,duɾ.ˈmiɾ,dɾu,duɾ,1,1,metathesis,dormir,sleep,Clements2012[37-41],
Sri Lanka Portuguese,dɾumi:,CCV.CV,duɾˈmiɾ,dɾu.mi:,duɾ.ˈmiɾ,mi:,ˈmiɾ,2,2,,dormir,sleep,Clements2012[37-41],
Sri Lanka Portuguese,pikini:m,CV.CV.CVC,pɨˈkenu,pi.ki.ni:m,pɨ.ˈke.nu,pi,pɨ,1,1,,pequeno,small,Clements2012[37-41],
Sri Lanka Portuguese,pikini:m,CV.CV.CVC,pɨˈkenu,pi.ki.ni:m,pɨ.ˈke.nu,ki,ˈke,2,2,dissimilation,pequeno,small,Clements2012[37-41],
Sri Lanka Portuguese,pikini:m,CV.CV.CVC,pɨˈkenu,pi.ki.ni:m,pɨ.ˈke.nu,ni:m,nu,3,3,,pequeno,small,Clements2012[37-41],
Sri Lanka Portuguese,t̠ʃeɾa:,CV.CV,ʃɐjˈɾaɾ,t̠ʃe.ɾa:,ʃɐj.ˈɾaɾ,t̠ʃe,ʃɐj,1,1,,cheirar,smell,Clements2012[37-41],
Sri Lanka Portuguese,t̠ʃeɾa:,CV.CV,ʃɐjˈɾaɾ,t̠ʃe.ɾa:,ʃɐj.ˈɾaɾ,ɾa:,ˈɾaɾ,2,2,,cheirar,smell,Clements2012[37-41],
Sri Lanka Portuguese,fu:mu,CV.CV,ˈfumu,fu:.mu,ˈfu.mu,fu:,ˈfu,1,1,,fumo,smoke,Clements2012[37-41],
Sri Lanka Portuguese,fu:mu,CV.CV,ˈfumu,fu:.mu,ˈfu.mu,mu,mu,2,2,,fumo,smoke,Clements2012[37-41],
Sri Lanka Portuguese,lit̠ʃi:n,CV.CVC,ˈlizu,li.t̠ʃi:n,ˈli.zu,li,ˈli,1,1,,liso,smooth,Clements2012[37-41],
Sri Lanka Portuguese,lit̠ʃi:n,CV.CVC,ˈlizu,li.t̠ʃi:n,ˈli.zu,t̠ʃi:n,zu,2,2,,liso,smooth,Clements2012[37-41],
Sri Lanka Portuguese,aluŋ,V.CVC,aɫˈgũ,a.luŋ,aɫ.ˈgũ,a,aɫ,1,1,,algum,some,Clements2012[37-41],
Sri Lanka Portuguese,aluŋ,V.CVC,aɫˈgũ,a.luŋ,aɫ.ˈgũ,luŋ,ˈgũ,2,2,,algum,some,Clements2012[37-41],
Sri Lanka Portuguese,kuspi:,CVC.CV,kuʃˈpiɾ,kus.pi:,kuʃ.ˈpiɾ,kus,kuʃ,1,1,,cuspir,spit,Clements2012[37-41],
Sri Lanka Portuguese,kuspi:,CVC.CV,kuʃˈpiɾ,kus.pi:,kuʃ.ˈpiɾ,pi:,ˈpiɾ,2,2,,cuspir,spit,Clements2012[37-41],
Sri Lanka Portuguese,fenda,CVC.CV,fẽˈdeɾ,fen.da,fẽ.ˈdeɾ,fen,fẽ,1,1,,fender,split,Clements2012[37-41],
Sri Lanka Portuguese,fenda,CVC.CV,fẽˈdeɾ,fen.da,fẽ.ˈdeɾ,da,ˈdeɾ,2,2,,fender,split,Clements2012[37-41],
Sri Lanka Portuguese,masa:,CV.CV,ɐpɨɾˈtaɾ,ma.sa:,ɐ.pɨɾ.ˈtaɾ,ma,ɐ,1,1,,apertar,squeeze,Clements2012[37-41],
Sri Lanka Portuguese,masa:,CV.CV,ɐpɨɾˈtaɾ,ma.sa:,ɐ.pɨɾ.ˈtaɾ,-,pɨɾ,-,2,,apertar,squeeze,Clements2012[37-41],
Sri Lanka Portuguese,masa:,CV.CV,ɐpɨɾˈtaɾ,ma.sa:,ɐ.pɨɾ.ˈtaɾ,sa:,ˈtaɾ,2,3,,apertar,squeeze,Clements2012[37-41],
Sri Lanka Portuguese,fiɾi:,CV.CV,fɨˈɾiɾ,fi.ɾi:,fɨ.ˈɾiɾ,fi,fɨ,1,1,,furar,pierce,Clements2012[37-41],
Sri Lanka Portuguese,fiɾi:,CV.CV,fɨˈɾiɾ,fi.ɾi:,fɨ.ˈɾiɾ,ɾi:,ˈɾiɾ,2,2,,furar,pierce,Clements2012[37-41],
Sri Lanka Portuguese,impɛ,VC.CV,ɐ̃j ˈpɛ,im.pɛ,ɐ̃j.ˈpɛ,im,ɐ̃j ,1,1,,estar em pé,stand,Clements2012[37-41],
Sri Lanka Portuguese,impɛ,VC.CV,ɐ̃j ˈpɛ,im.pɛ,ɐ̃j.ˈpɛ,pɛ:,ˈpɛ,2,2,,estar em pé,stand,Clements2012[37-41],
Sri Lanka Portuguese,iɾigi,V.CV.CV,iɾˈgeɾ,i.ɾi.gi,iɾ.ˈgeɾ,i,iɾ,1,1,,erguer,stand,Clements2012[37-41],
Sri Lanka Portuguese,iɾigi,V.CV.CV,iɾˈgeɾ,i.ɾi.gi,iɾ.ˈgeɾ,ɾi,-,2,-,,erguer,stand,Clements2012[37-41],
Sri Lanka Portuguese,iɾigi,V.CV.CV,iɾˈgeɾ,i.ɾi.gi,iɾ.ˈgeɾ,gi,ˈgeɾ,3,2,,erguer,stand,Clements2012[37-41],
Sri Lanka Portuguese,istɾɛ:la,VC.CCV.CV,ʃˈtɾelɐ,is.tɾɛ:.la,ʃ.ˈtɾe.lɐ,is,ʃ,1,1,,estrela,star,Clements2012[37-41],
Sri Lanka Portuguese,istɾɛ:la,VC.CCV.CV,ʃˈtɾelɐ,is.tɾɛ:.la,ʃ.ˈtɾe.lɐ,tɾɛ:,ˈtɾe,2,2,,estrela,star,Clements2012[37-41],
Sri Lanka Portuguese,istɾɛ:la,VC.CCV.CV,ʃˈtɾelɐ,is.tɾɛ:.la,ʃ.ˈtɾe.lɐ,la,lɐ,3,3,,estrela,star,Clements2012[37-41],
Sri Lanka Portuguese,pa:ʋ,CVC,ˈpaw,pa:ʋ,ˈpaw,pa:ʋ,ˈpaw,1,1,,pau,stick,Clements2012[37-41],
Sri Lanka Portuguese,pɛ:dɾa,CV.CCV,ˈpɛdɾɐ,pɛ:.dɾa,ˈpɛ.dɾɐ,pɛ:,ˈpɛ,1,1,,pedra,stone,Clements2012[37-41],
Sri Lanka Portuguese,pɛ:dɾa,CV.CCV,ˈpɛdɾɐ,pɛ:.dɾa,ˈpɛ.dɾɐ,dɾa,dɾɐ,2,2,,pedra,stone,Clements2012[37-41],
Sri Lanka Portuguese,iiɾti,V.VC.CV,ˈiɾtu,i.iɾ.ti,ˈiɾ.tu,i,ˈiɾ,1,1,,irto,straight,Clements2012[37-41],
Sri Lanka Portuguese,iiɾti,V.VC.CV,ˈiɾtu,i.iɾ.ti,ˈiɾ.tu,ir,-,2,-,,irto,straight,Clements2012[37-41],
Sri Lanka Portuguese,iiɾti,V.VC.CV,ˈiɾtu,i.iɾ.ti,ˈiɾ.tu,ti,tu,3,2,,irto,straight,Clements2012[37-41],
Sri Lanka Portuguese,t̠ʃupa:,CV.CV,ʃuˈpaɾ,t̠ʃu.pa:,ʃu.ˈpaɾ,t̠ʃu,ʃu,1,1,,chupar,suck,Clements2012[37-41],
Sri Lanka Portuguese,t̠ʃupa:,CV.CV,ʃuˈpaɾ,t̠ʃu.pa:,ʃu.ˈpaɾ,tpa:,ˈpaɾ,2,2,,chupar,suck,Clements2012[37-41],
Sri Lanka Portuguese,sɔ:l,CVC,ˈsɔl,sɔ:l,ˈsɔl,sɔ:l,ˈsɔl,1,1,,sol,sun,Clements2012[37-41],
Sri Lanka Portuguese,intʃa:,VC.CV,ĩˈʃaɾ,in.t̠ʃa:,ĩ.ˈʃaɾ,in,ĩ,1,1,,inchar,swell,Clements2012[37-41],
Sri Lanka Portuguese,intʃa:,VC.CV,ĩˈʃaɾ,in.t̠ʃa:,ĩ.ˈʃaɾ,tʃa:,ˈʃaɾ,2,2,,inchar,swell,Clements2012[37-41],
Sri Lanka Portuguese,ɾa:ʋ,CVC,ˈʀabu,ɾa:ʋ,ˈʀa.bu,ɾa:ʋ,ˈʀa,1,1,,rabo,tail,Clements2012[37-41],
Sri Lanka Portuguese,ɾa:ʋ,CVC,ˈʀabu,ɾa:ʋ,ˈʀa.bu,-,bu,-,2,,rabo,tail,Clements2012[37-41],
Sri Lanka Portuguese,aka,VCV,ɐˈkilu,a.ka,ɐ.ˈki.lu,a,ɐ,1,1,,aquilo,that,Clements2012[37-41],
Sri Lanka Portuguese,aka,VCV,ɐˈkilu,a.ka,ɐ.ˈki.lu,-,ˈki,-,2,,aquilo,that,Clements2012[37-41],
Sri Lanka Portuguese,aka,VCV,ɐˈkilu,a.ka,ɐ.ˈki.lu,ka,lu,2,3,,aquilo,that,Clements2012[37-41],
Sri Lanka Portuguese,ala:,VCV,ɐˈli,a.la:,ɐ.ˈli,a,ɐ,1,1,,ali,there,Clements2012[37-41],
Sri Lanka Portuguese,ala:,VCV,ɐˈli,a.la:,ɐ.ˈli,la:,ˈli,2,2,,ali,there,Clements2012[37-41],
Sri Lanka Portuguese,etus,V.CVC,ˈelɨʃ,e.tus,ˈe.lɨʃ,e,ˈe,1,1,,eles,they,Clements2012[37-41],
Sri Lanka Portuguese,etus,V.CVC,ˈelɨʃ,e.tus,ˈe.lɨʃ,tus,lɨʃ,2,2,,eles,they,Clements2012[37-41],
Sri Lanka Portuguese,gɾo:su,CCV.CV,ˈgɾosu,gɾo:.su,ˈgɾo.su,gɾo:,ˈgɾo,1,1,,grosso,thick,Clements2012[37-41],
Sri Lanka Portuguese,gɾo:su,CCV.CV,ˈgɾosu,gɾo:.su,ˈgɾo.su,su,su,2,2,,grosso,thick,Clements2012[37-41],
Sri Lanka Portuguese,ma:gɾu,CV.CCV,ˈmagɾu,ma:.gɾu,ˈma.gɾu,ma:,ˈma,1,1,,magro,thin,Clements2012[37-41],
Sri Lanka Portuguese,ma:gɾu,CV.CCV,ˈmagɾu,ma:.gɾu,ˈma.gɾu,gɾu,gɾu,2,2,,magro,thin,Clements2012[37-41],
Sri Lanka Portuguese,fi:nu,CV.CV,ˈfinu,fi:.nu,ˈfi.nu,fi:,ˈfi,1,1,,fino,thin,Clements2012[37-41],
Sri Lanka Portuguese,fi:nu,CV.CV,ˈfinu,fi:.nu,ˈfi.nu,nu,nu,2,2,,fino,thin,Clements2012[37-41],
Sri Lanka Portuguese,lembɾa:,CVC.CCV,lẽˈbɾaɾ,lem.bɾa:,lẽ.ˈbɾaɾ,lem,lẽ,1,1,,lembrar,think,Clements2012[37-41],
Sri Lanka Portuguese,lembɾa:,CVC.CCV,lẽˈbɾaɾ,lem.bɾa:,lẽ.ˈbɾaɾ,bɾa:,ˈbɾaɾ,2,2,,lembrar,think,Clements2012[37-41],
Sri Lanka Portuguese,isti,VC.CV,ˈeʃtɨ,is.ti,ˈeʃ.tɨ,is,ˈeʃ,1,1,,este,this,Clements2012[37-41],
Sri Lanka Portuguese,isti,VC.CV,ˈeʃtɨ,is.ti,ˈeʃ.tɨ,ti,tɨ,2,2,,este,this,Clements2012[37-41],
Sri Lanka Portuguese,bo:s,CVC,ˈvɔʃ,bo:s,ˈvɔʃ,bo:s,ˈvɔʃ,1,1,,vós,thou,Clements2012[37-41],
Sri Lanka Portuguese,tɾe:s,CCVC,ˈtɾeʃ,tɾe:s,ˈtɾeʃ,tɾe:s,ˈtɾeʃ,1,1,,três,three,Clements2012[37-41],
Sri Lanka Portuguese,pint̠ʃa:,CVC.CV,pĩˈʃaɾ,pin.t̠ʃa:,pĩ.ˈʃaɾ,pin,pĩ,1,1,,pinchar,throw,Clements2012[37-41],
Sri Lanka Portuguese,pint̠ʃa:,CVC.CV,pĩˈʃaɾ,pin.t̠ʃa:,pĩ.ˈʃaɾ,t̠ʃa:,ˈʃaɾ,2,2,,pinchar,throw,Clements2012[37-41],
Sri Lanka Portuguese,maɾa:,CV.CV,ɐmɐˈʀaɾ,ma.ɾa:,ɐ.mɐ.ˈʀaɾ,ma,ɐ,1,1,,amarrar,tie,Clements2012[37-41],
Sri Lanka Portuguese,maɾa:,CV.CV,ɐmɐˈʀaɾ,ma.ɾa:,ɐ.mɐ.ˈʀaɾ,-,mɐ,-,2,,amarrar,tie,Clements2012[37-41],
Sri Lanka Portuguese,maɾa:,CV.CV,ɐmɐˈʀaɾ,ma.ɾa:,ɐ.ma.ˈʀaɾ,ɾa:,ˈʀaɾ,2,3,,amarrar,tie,Clements2012[37-41],
Sri Lanka Portuguese,li:ngu,CVC.CV,ˈlĩgwɐ,li:n.gu,ˈlĩ.gwɐ,li:n,ˈlĩ,1,1,,língua,tongue,Clements2012[37-41],
Sri Lanka Portuguese,li:ngu,CVC.CV,ˈlĩgwɐ,li:n.gu,ˈlĩ.gwɐ,gu,gwɐ,2,2,,língua,tongue,Clements2012[37-41],
Sri Lanka Portuguese,de:nti,CVC.CV,ˈdẽtɨ,de:n.ti,ˈdẽ.tɨ,de:n,ˈdẽ,1,1,,dente,tooth,Clements2012[37-41],
Sri Lanka Portuguese,de:nti,CVC.CV,ˈdẽtɨ,de:n.ti,ˈdẽ.tɨ,ti,tɨ,2,2,,dente,tooth,Clements2012[37-41],
Sri Lanka Portuguese,a:lʋɾi,VC.CCV ,ˈaɾvuɾɨ,a:l.ʋɾi,ˈaɾ.vu.ɾɨ,a:l,ˈaɾ,1,1,,árvore,tree,Clements2012[37-41],
Sri Lanka Portuguese,a:lʋɾi,VC.CCV ,ˈaɾvuɾɨ,a:l.ʋɾi,ˈaɾ.vu.ɾɨ,-,vu,-,2,,árvore,tree,Clements2012[37-41],
Sri Lanka Portuguese,a:lʋɾi,VC.CCV ,ˈaɾvuɾɨ,a:l.ʋɾi,ˈaɾ.vu.ɾɨ,ʋɾi,ɾɨ,2,3,,árvore,tree,Clements2012[37-41],
Sri Lanka Portuguese,ʋiɾa:,CV.CV,viˈɾaɾ,ʋi.ɾa:,vi.ˈɾaɾ,ʋi,vi,1,1,,virar,turn,Clements2012[37-41],
Sri Lanka Portuguese,ʋiɾa:,CV.CV,viˈɾaɾ,ʋi.ɾa:,vi.ˈɾaɾ,ɾa:,ˈɾaɾ,2,2,,virar,turn,Clements2012[37-41],
Sri Lanka Portuguese,do:s,CVC,ˈdojʃ,do:s,ˈdojʃ,do:s,ˈdojʃ,1,1,,dois,two,Clements2012[37-41],
Sri Lanka Portuguese,gumita:,CV.CV.CV ,vumiˈtaɾ,gu.mi.ta:,vu.mi.ˈtaɾ,gu,vu,1,1,dissimilation,vomitar,throw up,Clements2012[37-41],
Sri Lanka Portuguese,gumita:,CV.CV.CV ,vumiˈtaɾ,gu.mi.ta:,vu.mi.ˈtaɾ,mi,mi,2,2,,vomitar,throw up,Clements2012[37-41],
Sri Lanka Portuguese,gumita:,CV.CV.CV ,vumiˈtaɾ,gu.mi.ta:,vu.mi.ˈtaɾ,ta:,ˈtaɾ,3,3,,vomitar,throw up,Clements2012[37-41],
Sri Lanka Portuguese,mat̠ʃa:,CV.CV,mɐɾˈʃaɾ,ma.t̠ʃa:,mɐɾ.ˈʃaɾ,ma,mɐɾ,1,1,,marchar,walk,Clements2012[37-41],
Sri Lanka Portuguese,mat̠ʃa:,CV.CV,mɐɾˈʃaɾ,ma.t̠ʃa:,mɐɾ.ˈʃaɾ,t̠ʃa:,ˈʃaɾ,2,2,,marchar,walk,Clements2012[37-41],
Sri Lanka Portuguese,ke:nti,CVC.CV,ˈkẽtɨ,ke:n.ti,ˈkẽ.tɨ,ke:n,ˈkẽ,1,1,,quente,warm,Clements2012[37-41],
Sri Lanka Portuguese,ke:nti,CVC.CV,ˈkẽtɨ,ke:n.ti,ˈkẽ.tɨ,ti,tɨ,2,2,,quente,warm,Clements2012[37-41],
Sri Lanka Portuguese,laʋa:,CV.CV,lɐˈvaɾ,la.ʋa:,lɐ.ˈvaɾ,la,lɐ,1,1,,lavar,wash,Clements2012[37-41],
Sri Lanka Portuguese,laʋa:,CV.CV,lɐˈvaɾ,la.ʋa:,lɐ.ˈvaɾ,ʋa:,ˈvaɾ,2,2,,lavar,wash,Clements2012[37-41],
Sri Lanka Portuguese,a:ʋ,CV,ˈagwɐ   ,a:ʋ,ˈa.gwɐ   ,a:ʋ,ˈa,1,1,,água,water,Clements2012[37-41],
Sri Lanka Portuguese,a:ʋ,CV,ˈagwɐ   ,a:ʋ,ˈa.gwɐ   ,-,gwɐ   ,-,2,,água,water,Clements2012[37-41],
Sri Lanka Portuguese,no:s,CVC,ˈnɔʃ,no:s,ˈnɔʃ,no:s,ˈnɔʃ,1,1,,nós,we,Clements2012[37-41],
Sri Lanka Portuguese,muja:du,CV.CV.CV,muˈʎadu,mu.ja:.du,mu.ˈʎa.du,mu,mu,1,1,,molhado,wet,Clements2012[37-41],
Sri Lanka Portuguese,muja:du,CV.CV.CV,muˈʎadu,mu.ja:.du,mu.ˈʎa.du,ja:,ˈʎa,2,2,,molhado,wet,Clements2012[37-41],
Sri Lanka Portuguese,muja:du,CV.CV.CV,muˈʎadu,mu.ja:.du,mu.ˈʎa.du,du,du,3,3,,molhado,wet,Clements2012[37-41],
Sri Lanka Portuguese,ki:,CV,kɨ,ki:,kɨ,ki:,kɨ,1,1,,que,what,Clements2012[37-41],
Sri Lanka Portuguese,kijɔ:ɾa,CV.CV.CV,ˈkwɐ̃du,ki.jɔ:.ɾa,ˈkwɐ̃.du,ki,ˈkwɐ̃,1,1,,quando,when,Clements2012[37-41],
Sri Lanka Portuguese,kijɔ:ɾa,CV.CV.CV,ˈkwɐ̃du,ki.jɔ:.ɾa,ˈkwɐ̃.du,jɔ:,-,2,-,,quando,when,Clements2012[37-41],
Sri Lanka Portuguese,kijɔ:ɾa,CV.CV.CV,ˈkwɐ̃du,ki.jɔ:.ɾa,ˈkwɐ̃.du,ɾa,du,3,2,,quando,when,Clements2012[37-41],
Sri Lanka Portuguese,o:ndi,VC.CV,ˈõdɨ,o:n.di,ˈõ.dɨ,o:n,ˈõ,1,1,,onde,where,Clements2012[37-41],
Sri Lanka Portuguese,o:ndi,VC.CV,ˈõdɨ,o:n.di,ˈõ.dɨ,di,dɨ,2,2,,onde,where,Clements2012[37-41],
Sri Lanka Portuguese,bɾa:nku,CCVC.CV,ˈbɾɐ̃ku,bɾa:n.ku,ˈbɾɐ̃.ku,bɾa:n,ˈbɾɐ̃,1,1,,branco,white,Clements2012[37-41],
Sri Lanka Portuguese,bɾa:nku,CCVC.CV,ˈbɾɐ̃ku,bɾa:n.ku,ˈbɾɐ̃.ku,ku,ku,2,2,,branco,white,Clements2012[37-41],
