Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,SourceWordSyl,TargetWordSylLength,PositionSource,Position Target,Simple PositionSource,Simple PositionTarget,Previous source,Next source,Previous target,Next target,Process,TargetOrthography,Translation,Reference,Notes
Angolar,biˈsidu,vɨʃˈtidu,bi.ˈsi.du,vɨʃ.ˈti.du,ˈsi,ˈti,3,3,2,2,Medial,Medial,bi,du,vɨʃ,du,,vestido,dress,Bandeira2017[366-412],
Angolar,biˈsidu,vɨʃˈtidu,bi.ˈsi.du,vɨʃ.ˈti.du,du,du,3,3,3,3,Final,Final,ˈsi,3,ˈti,3,,vestido,dress,Bandeira2017[366-412],
Angolar,ˈbɔtɐ,ˈbotɐ,ˈbɔ.tɐ,ˈbo.tɐ,ˈbɔ,ˈbo,2,2,1,1,Initial,Initial,0,tɐ,0,tɐ,,bota,boot,Bandeira2017[366-412],
Angolar,ˈbɔtɐ,ˈbotɐ,ˈbɔ.tɐ,ˈbo.tɐ,tɐ,tɐ,2,2,2,2,Final,Final,ˈbɔ,2,ˈbo,2,,bota,boot,Bandeira2017[366-412],
Angolar,kaˈmiðɐ,kɐˈmizɐ,ka.ˈmi.ðɐ,kɐ.ˈmi.zɐ,ka,kɐ,3,3,1,1,Initial,Initial,0,ˈmi,0,ˈmi,,camisa,shirt,Bandeira2017[366-412],
Angolar,kaˈmiðɐ,kɐˈmizɐ,ka.ˈmi.ðɐ,kɐ.ˈmi.zɐ,ˈmi,ˈmi,3,3,2,2,Medial,Medial,ka,ðɐ,kɐ,zɐ,,camisa,shirt,Bandeira2017[366-412],
Angolar,kaˈmiðɐ,kɐˈmizɐ,ka.ˈmi.ðɐ,kɐ.ˈmi.zɐ,ðɐ,zɐ,3,3,3,3,Final,Final,ˈmi,3,ˈmi,3,,camisa,shirt,Bandeira2017[366-412],
Angolar,kaˈθo,kalˈsɐ̃w̃,ka.ˈθo,kal.ˈsɐ̃w̃,ka,kal,2,2,1,1,Initial,Initial,0,ˈθo,0,ˈsɐ̃w̃,,calção,short trousers,Bandeira2017[366-412],
Angolar,kaˈθo,kalˈsɐ̃w̃,ka.ˈθo,kal.ˈsɐ̃w̃,ˈθo,ˈsɐ̃w̃,2,2,2,2,Final,Final,ka,2,kal,2,,calção,short trousers,Bandeira2017[366-412],
Angolar,ˈmejɐ,ˈmejɐ,ˈmejɐ,ˈmej.ɐ,ˈmej,ˈmej,1,2,1,1,Final,Initial,0,ɐ,0,ɐ,,meia,sock,Bandeira2017[366-412],
Angolar,ˈmejɐ,ˈmejɐ,ˈmejɐ,ˈmej.ɐ,ɐ,ɐ,1,2,2,2,Medial,Final,ˈmej,2,ˈmej,2,,meia,sock,Bandeira2017[366-412],
Angolar,ˈθajɐ,ˈsajɐ,ˈθaj.ɐ,ˈsaj.ɐ,ˈθaj,ˈsaj,2,2,1,1,Initial,Initial,0,ɐ,0,ɐ,,saia,skirt,Bandeira2017[366-412],
Angolar,ˈθajɐ,ˈsajɐ,ˈθaj.ɐ,ˈsaj.ɐ,ɐ,ɐ,2,2,2,2,Final,Final,ˈθaj,2,ˈsaj,2,,saia,skirt,Bandeira2017[366-412],
Angolar,ˈtaθu,ˈtaʃu,θa.ˈpe,ʃɐ.ˈpew,θa,ʃɐ,2,3,1,1,Initial,Initial,0,1,0,1,,chapéu,hat,Bandeira2017[366-412],
Angolar,θaˈpe,ʃɐˈpew,θaˈpe,ʃɐ.ˈpew,ˈpe,ˈpew,1,2,2,2,Medial,Final,0,2,0,2,,chapéu,hat,Bandeira2017[366-412],
Angolar,ˈθɛdɐ,ˈsedɐ,ˈθɛ.dɐ,ˈse.dɐ,ˈθɛ,ˈse,2,2,1,1,Initial,Initial,0,dɐ,0,dɐ,,seda,silk,Bandeira2017[366-412],
Angolar,ˈθɛdɐ,ˈsedɐ,ˈθɛ.dɐ,ˈse.dɐ,dɐ,dɐ,2,2,2,2,Final,Final,ˈθɛ,2,ˈse,2,,seda,silk,Bandeira2017[366-412],
Angolar,teˈsidu,tɨˈsidu,te.ˈsi.du,tɨ.ˈsi.du,te,tɨ,3,3,1,1,Initial,Initial,0,ˈsi,0,ˈsi,,tecido,fabric,Bandeira2017[366-412],
Angolar,teˈsidu,tɨˈsidu,te.ˈsi.du,tɨ.ˈsi.du,ˈsi,ˈsi,3,3,2,2,Medial,Medial,te,du,tɨ,du,,tecido,fabric,Bandeira2017[366-412],
Angolar,teˈsidu,tɨˈsidu,te.ˈsi.du,tɨ.ˈsi.du,du,du,3,3,3,3,Final,Final,ˈsi,3,ˈsi,3,,tecido,fabric,Bandeira2017[366-412],
Angolar,ˈafikɐ,ˈafɾikɐ,ˈa.fi.kɐ,ˈa.fɾi.kɐ,ˈa,ˈa,3,3,1,1,Initial,Initial,0,fi,0,fɾi,,África,África,Bandeira2017[366-412],
Angolar,ˈafikɐ,ˈafɾikɐ,ˈa.fi.kɐ,ˈa.fɾi.kɐ,fi,fɾi,3,3,2,2,Medial,Medial,ˈa,ˈkɐ,ˈa,kɐ,,África,África,Bandeira2017[366-412],
Angolar,ˈafikɐ,ˈafɾikɐ,ˈa.fi.kɐ,ˈa.fɾi.kɐ,ˈkɐ,kɐ,3,3,3,3,Final,Final,fi,3,fɾi,3,,África,África,Bandeira2017[366-412],
Angolar,gaˈbõ,gɐˈbɐ̃w̃,ga.ˈbõ,gɐ.ˈbɐ̃w̃,ga,gɐ,2,2,1,1,Initial,Initial,0,ˈbõ,0,ˈbɐ̃w̃,,Gabão,Gabon,Bandeira2017[366-412],
Angolar,gaˈbõ,gɐˈbɐ̃w̃,ga.ˈbõ,gɐ.ˈbɐ̃w̃,ˈbõ,ˈbɐ̃w̃,2,2,2,2,Final,Final,ga,2,gɐ,2,,Gabão,Gabon,Bandeira2017[366-412],
Angolar,iˈa,ˈiʎɐ du ˈpɾĩsɨpɨ,i.ˈa,ˈi.ʎɐ du ˈpɾĩ.sɨ.pɨ,i,ˈi,2,4,1,1,Initial,Initial,0,ˈa,0,ʎɐ,,Ilha do Príncipe,Príncipe,Bandeira2017[366-412],
Angolar,iˈa,ˈiʎɐ du ˈpɾĩsɨpɨ,i.ˈa,ˈi.ʎɐ du ˈpɾĩ.sɨ.pɨ,ˈa,ʎɐ,2,4,2,2,Final,Medial,i,-,ˈi,du,,Ilha do Príncipe,Príncipe,Bandeira2017[366-412],
Angolar,iˈa,ˈiʎɐ du ˈpɾĩsɨpɨ,i.ˈa,ˈi.ʎɐ du ˈpɾĩ.sɨ.pɨ,-,du,2,4,-,3,-,Medial,ˈa,-,ʎɐ,ˈpɾĩ,,Ilha do Príncipe,Príncipe,Bandeira2017[366-412],
Angolar,iˈa,ˈiʎɐ du ˈpɾĩsɨpɨ,i.ˈa,ˈi.ʎɐ du ˈpɾĩ.sɨ.pɨ,-,ˈpɾĩ,2,4,-,4,-,Final,-,-,du,sɨ,,Ilha do Príncipe,Príncipe,Bandeira2017[366-412],
Angolar,iˈa,ˈiʎɐ du ˈpɾĩsɨpɨ,i.ˈa,ˈi.ʎɐ du ˈpɾĩ.sɨ.pɨ,-,sɨ,2,4,-,5,-,Medial,-,-,ˈpɾĩ,pɨ,,Ilha do Príncipe,Príncipe,Bandeira2017[366-412],
Angolar,iˈa,ˈiʎɐ du ˈpɾĩsɨpɨ,i.ˈa,ˈi.ʎɐ du ˈpɾĩ.sɨ.pɨ,-,pɨ,2,4,-,6,-,Medial,-,-,sɨ,6,,Ilha do Príncipe,Príncipe,Bandeira2017[366-412],
Angolar,ˈpisipi,ˈpɾĩsɨpɨ,ˈpisipi,ˈpɾĩ.sɨ.pɨ,ˈpi,ˈpɾĩ,1,3,1,1,Final,Initial,0,si,0,sɨ,,Príncipe,prince,Bandeira2017[366-412],
Angolar,ˈpisipi,ˈpɾĩsɨpɨ,ˈpisipi,ˈpɾĩ.sɨ.pɨ,si,sɨ,1,3,2,2,Medial,Medial,ˈpi,pi,ˈpɾĩ,pɨ,,Príncipe,prince,Bandeira2017[366-412],
Angolar,ˈpisipi,ˈpɾĩsɨpɨ,ˈpisipi,ˈpɾĩ.sɨ.pɨ,pi,pɨ,1,3,3,3,Medial,Final,si,3,sɨ,3,,Príncipe,prince,Bandeira2017[366-412],
Angolar,putuˈga,poʁtuˈɡaw,pu.tu.ˈga,poʁ.tu.ˈɡaw,pu,poʁ,3,3,1,1,Initial,Initial,0,tu,0,tu,,Portugal,Portugal,Bandeira2017[366-412],
Angolar,putuˈga,poʁtuˈɡaw,pu.tu.ˈga,poʁ.tu.ˈɡaw,tu,tu,3,3,2,2,Medial,Medial,pu,ˈga,poʁ,ɡaw,,Portugal,Portugal,Bandeira2017[366-412],
Angolar,putuˈga,poʁtuˈɡaw,pu.tu.ˈga,poʁ.tu.ˈɡaw,ˈga,ɡaw,3,3,3,3,Final,Final,tu,3,tu,3,,Portugal,Portugal,Bandeira2017[366-412],
Angolar,θɐ̃tɔˈmɛ,sɐ̃w̃.tu.ˈmɛ,θɐ̃.tɔ.ˈmɛ,sɐ̃w̃,θɐ̃,sɐ̃w̃,3,-6,1,1,Initial,Initial,0,tɔ,0,tu,,São Tomé,Santome,Bandeira2017[366-412],
Angolar,θɐ̃tɔˈmɛ,sɐ̃w̃.tu.ˈmɛ,θɐ̃.tɔ.ˈmɛ,tu,tɔ,tu,3,-9,2,2,Medial,Medial,θɐ̃,ˈmɛ,sɐ̃w̃,ˈmɛ,,São Tomé,Santome,Bandeira2017[366-412],
Angolar,θɐ̃tɔˈmɛ,sɐ̃w̃.tu.ˈmɛ,θɐ̃.tɔ.ˈmɛ,ˈmɛ,ˈmɛ,ˈmɛ,3,-8,3,3,Final,Medial,tɔ,3,tu,3,,São Tomé,Santome,Bandeira2017[366-412],
Angolar,ˌdeθupaˈga,obɾiˈɡadu,de.θu.pa.ˈga,o.bɾi.ˈɡa.du,de,o,3,4,1,1,Initial,Initial,0,θu,0,bɾi,,obrigado,thanks,Bandeira2017[366-412],
Angolar,ˌdeθupaˈga,obɾiˈɡadu,de.θu.pa.ˈga,o.bɾi.ˈɡa.du,θu,bɾi,3,4,2,2,Medial,Medial,de,pa,o,ˈɡa,,obrigado,thanks,Bandeira2017[366-412],
Angolar,ˌdeθupaˈga,obɾiˈɡadu,de.θu.pa.ˈga,o.bɾi.ˈɡa.du,pa,ˈɡa,3,4,3,3,Final,Medial,θu,ˈga,bɾi,du,,obrigado,thanks,Bandeira2017[366-412],
Angolar,ˌdeθupaˈga,obɾiˈɡadu,de.θu.pa.ˈga,o.bɾi.ˈɡa.du,ˈga,du,3,4,4,4,Medial,Final,pa,4,ˈɡa,4,,obrigado,thanks,Bandeira2017[366-412],
Angolar,ˈdelu,dʒiˈɲejɾu,ˈde.lu,dʒi.ˈɲej.ɾu,ˈde,dʒi,2,3,1,1,Initial,Initial,0,lu,0,ˈɲej,,dinheiro,money,Bandeira2017[366-412],
Angolar,ˈdelu,dʒiˈɲejɾu,ˈde.lu,dʒi.ˈɲej.ɾu,lu,ˈɲej,2,3,2,2,Final,Medial,ˈde,-,dʒi,ɾu,,dinheiro,money,Bandeira2017[366-412],
Angolar,ˈdelu,dʒiˈɲejɾu,ˈde.lu,dʒi.ˈɲej.ɾu,-,ɾu,2,3,3,3,Medial,Final,lu,3,ˈɲej,3,,dinheiro,money,Bandeira2017[366-412],
Angolar,faˈvolo,fɐˈvoɾ,fa.ˈvo.lo,fɐ.ˈvoɾ,fa,fɐ,3,2,1,1,Initial,Initial,0,ˈvo,0,ˈvoɾ,,favor,favor,Bandeira2017[366-412],
Angolar,faˈvolo,fɐˈvoɾ,fa.ˈvo.lo,fɐˈvoɾ,ˈvo,ˈvoɾ,3,1,2,2,Medial,Medial,fa,lo,fɐ,-,,favor,favor,Bandeira2017[366-412],
Angolar,faˈvolo,fɐˈvoɾ,fa.ˈvo.lo,fɐˈvoɾ,lo,-,3,1,3,-,Final,-,ˈvo,3,ˈvoɾ,-,,favor,favor,Bandeira2017[366-412],
Angolar,fuˈtunɐ,foʁˈtunɐ,fu.ˈtu.nɐ,foʁ.ˈtu.nɐ,fu,foʁ,3,3,1,1,Initial,Initial,0,ˈtu,0,ˈtu,,fortuna,luck,Bandeira2017[366-412],
Angolar,fuˈtunɐ,foʁˈtunɐ,fu.ˈtu.nɐ,foʁ.ˈtu.nɐ,ˈtu,ˈtu,3,3,2,2,Medial,Medial,fu,nɐ,foʁ,nɐ,,fortuna,luck,Bandeira2017[366-412],
Angolar,fuˈtunɐ,foʁˈtunɐ,fu.ˈtu.nɐ,foʁ.ˈtu.nɐ,nɐ,nɐ,3,3,3,3,Final,Final,ˈtu,3,ˈtu,3,,fortuna,luck,Bandeira2017[366-412],
Angolar,ˈkatɐ,ˈkaʁ.tɐ,ˈka.tɐ,ˈkaʁ.tɐ,ˈka,ˈkaʁ,2,1,1,1,Initial,Final,0,tɐ,0,tɐ,,carta,letter,Bandeira2017[366-412],
Angolar,ˈkatɐ,ˈkaʁ.tɐ,ˈka.tɐ,ˈkaʁ.tɐ,tɐ,tɐ,2,1,2,2,Final,Medial,ˈka,2,ˈkaʁ,2,,carta,letter,Bandeira2017[366-412],
Angolar,kaðaˈmẽtu,kɐzɐˈmẽtu,ka.ða.ˈmẽ.tu,kɐ.zɐ.ˈmẽ.tu,ka,kɐ,4,4,1,1,Initial,Initial,0,ða,0,zɐ,,casamento,marriage,Bandeira2017[366-412],
Angolar,kaðaˈmẽtu,kɐzɐˈmẽtu,ka.ða.ˈmẽ.tu,kɐ.zɐ.ˈmẽ.tu,ða,zɐ,4,4,2,2,Medial,Medial,ka,ˈmẽ,kɐ,ˈmẽ,,casamento,marriage,Bandeira2017[366-412],
Angolar,kaðaˈmẽtu,kɐzɐˈmẽtu,ka.ða.ˈmẽ.tu,kɐ.zɐ.ˈmẽ.tu,ˈmẽ,ˈmẽ,4,4,3,3,Medial,Medial,ða,tu,zɐ,tu,,casamento,marriage,Bandeira2017[366-412],
Angolar,kaðaˈmẽtu,kɐzɐˈmẽtu,ka.ða.ˈmẽ.tu,kɐ.zɐ.ˈmẽ.tu,tu,tu,4,4,4,4,Final,Final,ˈmẽ,4,ˈmẽ,4,,casamento,marriage,Bandeira2017[366-412],
Angolar,ˈlivu,ˈlivɾu,ˈli.vu,ˈli.vɾu,ˈli,ˈli,2,2,1,1,Initial,Initial,0,vu,0,vɾu,,livro,book,Bandeira2017[366-412],
Angolar,ˈlivu,ˈlivɾu,ˈli.vu,ˈli.vɾu,vu,vɾu,2,2,2,2,Final,Final,ˈli,2,ˈli,2,,livro,book,Bandeira2017[366-412],
Angolar,ˈmɔt̠ʃi,ˈmoɾtɨ,ˈmɔ.t̠ʃi,ˈmoɾ.tɨ,ˈmɔ,ˈmoɾ,2,2,1,1,Initial,Initial,0,t̠ʃi,0,tɨ,,morte,death,Bandeira2017[366-412],
Angolar,ˈmɔt̠ʃi,ˈmoɾtɨ,ˈmɔ.t̠ʃi,ˈmoɾ.tɨ,t̠ʃi,tɨ,2,2,2,2,Final,Final,ˈmɔ,2,ˈmoɾ,2,,morte,death,Bandeira2017[366-412],
Angolar,paˈlavɐ,pɐˈɫavɾɐ,pa.ˈla.vɐ,pɐ.ˈɫa.vɾɐ,pa,pɐ,3,3,1,1,Initial,Initial,0,ˈla,0,ˈɫa,,palavra,word,Bandeira2017[366-412],
Angolar,paˈlavɐ,pɐˈɫavɾɐ,pa.ˈla.vɐ,pɐ.ˈɫa.vɾɐ,ˈla,ˈɫa,3,3,2,2,Medial,Medial,pa,vɐ,pɐ,vɾɐ,,palavra,word,Bandeira2017[366-412],
Angolar,paˈlavɐ,pɐˈɫavɾɐ,pa.ˈla.vɐ,pɐ.ˈɫa.vɾɐ,vɐ,vɾɐ,3,3,3,3,Final,Final,ˈla,3,ˈɫa,3,,palavra,word,Bandeira2017[366-412],
Angolar,pɐ̃ˈkadɐ,pɐ̃ˈkadɐ,pɐ̃.ˈka.dɐ,pɐ̃.ˈka.dɐ,pɐ̃,pɐ̃,3,3,1,1,Initial,Initial,0,ˈka,0,ˈka,,pancada,blow,Bandeira2017[366-412],
Angolar,pɐ̃ˈkadɐ,pɐ̃ˈkadɐ,pɐ̃.ˈka.dɐ,pɐ̃.ˈka.dɐ,ˈka,ˈka,3,3,2,2,Medial,Medial,pɐ̃,dɐ,pɐ̃,dɐ,,pancada,blow,Bandeira2017[366-412],
Angolar,pɐ̃ˈkadɐ,pɐ̃ˈkadɐ,pɐ̃.ˈka.dɐ,pɐ̃.ˈka.dɐ,dɐ,dɐ,3,3,3,3,Final,Final,ˈka,3,ˈka,3,,pancada,blow,Bandeira2017[366-412],
Angolar,paˈpɛlu,pɐˈpɛɫ,pa.ˈpɛ.lu,pɐ.ˈpɛɫ,pa,pɐ,3,2,1,1,Initial,Initial,0,ˈpɛ,0,ˈpɛɫ,,papel,paper,Bandeira2017[366-412],
Angolar,paˈpɛlu,pɐˈpɛɫ,pa.ˈpɛ.lu,pɐ.ˈpɛɫ,ˈpɛ,ˈpɛɫ,3,2,2,2,Medial,Final,pa,lu,pɐ,-,,papel,paper,Bandeira2017[366-412],
Angolar,paˈpɛlu,pɐˈpɛɫ,pa.ˈpɛ.lu,pɐ.ˈpɛɫ,lu,-,3,2,3,-,Final,-,ˈpɛ,3,ˈpɛɫ,-,,papel,paper,Bandeira2017[366-412],
Angolar,ˈpɔtɔ,ˈpoɾtɐ,ˈpɔ.tɔ,ˈpoɾ.tɐ,ˈpɔ,ˈpoɾ,2,2,1,1,Initial,Initial,0,tɔ,0,tɐ,,porta,door,Bandeira2017[366-412],
Angolar,ˈpɔtɔ,ˈpoɾtɐ,ˈpɔ.tɔ,ˈpoɾ.tɐ,tɔ,tɐ,2,2,2,2,Final,Final,ˈpɔ,2,ˈpoɾ,2,,porta,door,Bandeira2017[366-412],
Angolar,liˈθõ,liˈsɐ̃w̃,li.ˈθõ,li.ˈsɐ̃w̃,li,li,2,2,1,1,Initial,Initial,0,ˈθõ,0,ˈsɐ̃w̃,,lição,lesson,Bandeira2017[366-412],
Angolar,liˈθõ,liˈsɐ̃w̃,li.ˈθõ,li.ˈsɐ̃w̃,ˈθõ,ˈsɐ̃w̃,2,2,2,2,Final,Final,li,2,li,2,,lição,lesson,Bandeira2017[366-412],
Angolar,ˈlɛtu,ˈʀɛʃtu,ˈlɛ.tu,ˈʀɛʃ.tu,ˈlɛ,ˈʀɛʃ,2,2,1,1,Initial,Initial,0,tu,0,tu,,resto,leftovers,Bandeira2017[366-412],
Angolar,ˈlɛtu,ˈʀɛʃtu,ˈlɛ.tu,ˈʀɛʃ.tu,tu,tu,2,2,2,2,Final,Final,ˈlɛ,2,ˈʀɛʃ,2,,resto,leftovers,Bandeira2017[366-412],
Angolar,θaˈbɔ,sɐˈbɐ̃w̃,θa.ˈbɔ,sɐ.ˈbɐ̃w̃,θa,sɐ,2,2,1,1,Initial,Initial,0,ˈbɔ,0,ˈbɐ̃w̃,,sabão,soap,Bandeira2017[366-412],
Angolar,θaˈbɔ,sɐˈbɐ̃w̃,θa.ˈbɔ,sɐ.ˈbɐ̃w̃,ˈbɔ,ˈbɐ̃w̃,2,2,2,2,Final,Final,θa,2,sɐ,2,,sabão,soap,Bandeira2017[366-412],
Angolar,ˈθɛlɐ,ˈsɛʀɐ,ˈθɛ.lɐ,ˈsɛ.ʀɐ,ˈθɛ,ˈsɛ,2,2,1,1,Initial,Initial,0,lɐ,0,ʀɐ,,serra,saw,Bandeira2017[366-412],
Angolar,ˈθɛlɐ,ˈsɛʀɐ,ˈθɛ.lɐ,ˈsɛ.ʀɐ,lɐ,ʀɐ,2,2,2,2,Final,Final,ˈθɛ,2,ˈsɛ,2,,serra,saw,Bandeira2017[366-412],
Angolar,ˈt̠ʃĩtɐ,ˈtĩtɐ,ˈt̠ʃĩ.tɐ,ˈtĩ.tɐ,ˈt̠ʃĩ,ˈtĩ,2,2,1,1,Initial,Initial,0,tɐ,0,tɐ,,tinta,ink,Bandeira2017[366-412],
Angolar,ˈt̠ʃĩtɐ,ˈtĩtɐ,ˈt̠ʃĩ.tɐ,ˈtĩ.tɐ,tɐ,tɐ,2,2,2,2,Final,Final,ˈt̠ʃĩ,2,ˈtĩ,2,,tinta,ink,Bandeira2017[366-412],
Angolar,tɔˈmɛ̃tu,toʁ'mẽtu,tɔ.ˈmɛ̃.tu,toʁ.'mẽ.tu,tɔ,toʁ,3,3,1,1,Initial,Initial,0,ˈmɛ̃,0,ˈmẽ,,tormento,"noise, confusion",Bandeira2017[366-412],
Angolar,tɔˈmɛ̃tu,toʁ'mẽtu,tɔ.ˈmɛ̃.tu,toʁ.'mẽ.tu,ˈmɛ̃,ˈmẽ,3,3,2,2,Medial,Medial,tɔ,tu,toʁ,tu,,tormento,"noise, confusion",Bandeira2017[366-412],
Angolar,tɔˈmɛ̃tu,toʁ'mẽtu,tɔ.ˈmɛ̃.tu,toʁ.'mẽ.tu,tu,tu,3,3,3,3,Final,Final,ˈmɛ̃,3,ˈmẽ,3,,tormento,"noise, confusion",Bandeira2017[366-412],
Angolar,uˈtu,ˈmofu,u.ˈtu,ˈmo.fu,u,ˈmo,2,2,1,1,Initial,Initial,0,ˈtu,0,fu,,mofo,mold,Bandeira2017[366-412],
Angolar,uˈtu,ˈmofu,u.ˈtu,ˈmo.fu,ˈtu,fu,2,2,2,2,Final,Final,u,2,ˈmo,2,,mofo,mold,Bandeira2017[366-412],
Angolar,ˈvɛdɛ,vɨɾˈdadɨ,ˈvɛ.dɛ,vɨɾ.ˈda.dɨ,ˈvɛ,vɨɾ,2,3,1,1,Initial,Initial,0,dɛ,0,ˈda,,verdade,truth,Bandeira2017[366-412],
Angolar,ˈvɛdɛ,vɨɾˈdadɨ,ˈvɛ.dɛ,vɨɾ.ˈda.dɨ,dɛ,ˈda,2,3,2,2,Final,Medial,ˈvɛ,-,vɨɾ,dɨ,,verdade,truth,Bandeira2017[366-412],
Angolar,ˈvɛdɛ,vɨɾˈdadɨ,ˈvɛ.dɛ,vɨɾ.ˈda.dɨ,-,dɨ,2,3,-,3,-,Final,dɛ,-,ˈda,3,,verdade,truth,Bandeira2017[366-412],
