Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllabe,PreviousSource,NextSource,TargetSyllabe,SourceWordSyl,TargetWordSyl,PositionSource,PositionTarget,SimplePositionSource,SimplePositionTarget,Process,TargetOrthopraphy,Translation,Reference
Sri Lanka Portuguese,gumita:,vumiˈtaɾ,gu.mi.ta:,vu.mi.ˈtaɾ,mi,gu,ta:,mi,3,3,2,2,Medial,Medial,,vomitar,throw up,Clements2012[37-41]
Sri Lanka Portuguese,gumita:,vumiˈtaɾ,gu.mi.ta:,vu.mi.ˈtaɾ,ta:,mi,3,ˈtaɾ,3,3,3,3,Final,Final,,vomitar,throw up,Clements2012[37-41]
Sri Lanka Portuguese,mat̠ʃa:,mɐɾˈʃaɾ,ma.t̠ʃa:,mɐɾ.ˈʃaɾ,ma,0,t̠ʃa:,mɐɾ,2,2,1,1,Initial,Initial,,marchar,walk,Clements2012[37-41]
Sri Lanka Portuguese,mat̠ʃa:,mɐɾˈʃaɾ,ma.t̠ʃa:,mɐɾ.ˈʃaɾ,t̠ʃa:,ma,2,ˈʃaɾ,2,2,2,2,Final,Final,,marchar,walk,Clements2012[37-41]
Sri Lanka Portuguese,ke:nti,ˈkẽtɨ,ke:n.ti,ˈkẽ.tɨ,ke:n,0,ti,ˈkẽ,2,2,1,1,Initial,Initial,,quente,warm,Clements2012[37-41]
Sri Lanka Portuguese,ke:nti,ˈkẽtɨ,ke:n.ti,ˈkẽ.tɨ,ti,ke:n,2,tɨ,2,2,2,2,Final,Final,,quente,warm,Clements2012[37-41]
Sri Lanka Portuguese,laʋa:,lɐˈvaɾ,la.ʋa:,lɐ.ˈvaɾ,la,0,ʋa:,lɐ,2,2,1,1,Initial,Initial,,lavar,wash,Clements2012[37-41]
Sri Lanka Portuguese,laʋa:,lɐˈvaɾ,la.ʋa:,lɐ.ˈvaɾ,ʋa:,la,2,ˈvaɾ,2,2,2,2,Final,Final,,lavar,wash,Clements2012[37-41]
Sri Lanka Portuguese,a:ʋ,ˈagwɐ   ,a:ʋ,ˈa.gwɐ   ,a:ʋ,0,-,ˈa,1,2,1,1,Final,Initial,,água,water,Clements2012[37-41]
Sri Lanka Portuguese,a:ʋ,ˈagwɐ   ,a:ʋ,ˈa.gwɐ   ,-,a:ʋ,1,gwɐ   ,1,2,-,2,-,Final,,água,water,Clements2012[37-41]
Sri Lanka Portuguese,no:s,ˈnɔʃ,no:s,ˈnɔʃ,no:s,0,1,ˈnɔʃ,1,1,1,1,Final,Final,,nós,we,Clements2012[37-41]
Sri Lanka Portuguese,muja:du,muˈʎadu,mu.ja:.du,mu.ˈʎa.du,mu,0,ja:,mu,3,3,1,1,Initial,Initial,,molhado,wet,Clements2012[37-41]
Sri Lanka Portuguese,muja:du,muˈʎadu,mu.ja:.du,mu.ˈʎa.du,ja:,mu,du,ˈʎa,3,3,2,2,Medial,Medial,,molhado,wet,Clements2012[37-41]
Sri Lanka Portuguese,muja:du,muˈʎadu,mu.ja:.du,mu.ˈʎa.du,du,ja:,3,du,3,3,3,3,Final,Final,,molhado,wet,Clements2012[37-41]
Sri Lanka Portuguese,ki:,kɨ,ki:,kɨ,ki:,0,1,kɨ,1,1,1,1,Final,Final,,que,what,Clements2012[37-41]
Sri Lanka Portuguese,kijɔ:ɾa,ˈkwɐ̃du,ki.jɔ:.ɾa,ˈkwɐ̃.du,ki,0,jɔ:,ˈkwɐ̃,3,2,1,1,Initial,Initial,,quando,when,Clements2012[37-41]
Sri Lanka Portuguese,kijɔ:ɾa,ˈkwɐ̃du,ki.jɔ:.ɾa,ˈkwɐ̃.du,jɔ:,ki,ɾa,-,3,2,2,-,Medial,-,,quando,when,Clements2012[37-41]
Sri Lanka Portuguese,kijɔ:ɾa,ˈkwɐ̃du,ki.jɔ:.ɾa,ˈkwɐ̃.du,ɾa,jɔ:,3,du,3,2,3,2,Final,Final,,quando,when,Clements2012[37-41]
Sri Lanka Portuguese,o:ndi,ˈõdɨ,o:n.di,ˈõ.dɨ,o:n,0,di,ˈõ,2,2,1,1,Initial,Initial,,onde,where,Clements2012[37-41]
Sri Lanka Portuguese,o:ndi,ˈõdɨ,o:n.di,ˈõ.dɨ,di,o:n,2,dɨ,2,2,2,2,Final,Final,,onde,where,Clements2012[37-41]
Sri Lanka Portuguese,bɾa:nku,ˈbɾɐ̃ku,bɾa:n.ku,ˈbɾɐ̃.ku,bɾa:n,0,ku,ˈbɾɐ̃,2,2,1,1,Initial,Initial,,branco,white,Clements2012[37-41]
Sri Lanka Portuguese,bɾa:nku,ˈbɾɐ̃ku,bɾa:n.ku,ˈbɾɐ̃.ku,ku,bɾa:n,2,ku,2,2,2,2,Final,Final,,branco,white,Clements2012[37-41]
Sri Lanka Portuguese,ke:m,kɐ̃j,ke:m,kɐ̃j,ke:m,0,1,kɐ̃j,1,1,1,1,Final,Final,,quem,who,Clements2012[37-41]
Sri Lanka Portuguese,muje:ɾa,muˈʎeɾ,mu.je.:ɾa,mu.ˈʎeɾ,mu,0,je:,mu,3,2,1,1,Initial,Initial,,mulher,wife,Clements2012[37-41]
Sri Lanka Portuguese,muje:ɾa,muˈʎeɾ,mu.je.:ɾa,mu.ˈʎeɾ,je:,mu,ɾa,-,3,2,2,-,Medial,-,,mulher,wife,Clements2012[37-41]
Sri Lanka Portuguese,muje:ɾa,muˈʎeɾ,mu.je.:ɾa,mu.ˈʎeɾ,ɾa,je:,3,ˈʎeɾ,3,2,3,2,Final,Final,,mulher,wife,Clements2012[37-41]
Sri Lanka Portuguese,ʋɛ:ntu,ˈvẽtu,ʋɛ:n.tu,ˈvẽ.tu,ʋɛ:n,0,tu,ˈvẽ,2,2,1,1,Initial,Initial,,vento,wind,Clements2012[37-41]
Sri Lanka Portuguese,ʋɛ:ntu,ˈvẽtu,ʋɛ:n.tu,ˈvẽ.tu,tu,ʋɛ:n,2,tu,2,2,2,2,Final,Final,,vento,wind,Clements2012[37-41]
Sri Lanka Portuguese,a:sa,ˈazɐ,a.:sa,ˈa.zɐ,a:,0,sa,ˈa,2,2,1,1,Initial,Initial,,asa,wing,Clements2012[37-41]
Sri Lanka Portuguese,a:sa,ˈazɐ,a.:sa,ˈa.zɐ,sa,a:,2,zɐ,2,2,2,2,Final,Final,,asa,wing,Clements2012[37-41]
Sri Lanka Portuguese,limpa:,lĩˈpaɾ,lim.pa:,lĩ.ˈpaɾ,lim,0,pa:,lĩ,2,2,1,1,Initial,Initial,,limpar,wipe,Clements2012[37-41]
Sri Lanka Portuguese,limpa:,lĩˈpaɾ,lim.pa:,lĩ.ˈpaɾ,pa:,lim,2,ˈpaɾ,2,2,2,2,Final,Final,,limpar,wipe,Clements2012[37-41]
Sri Lanka Portuguese,ju:ntu,ˈʒũtu,ju:n.tu,ˈʒũ.tu,ju:n,0,tu,ˈʒũ,2,2,1,1,Initial,Initial,,junto,together,Clements2012[37-41]
Sri Lanka Portuguese,ju:ntu,ˈʒũtu,ju:n.tu,ˈʒũ.tu,tu,ju:n,2,tu,2,2,2,2,Final,Final,,junto,together,Clements2012[37-41]
Sri Lanka Portuguese,ma:tu,ˈmatu,ma:.tu,ˈma.tu,ma:,0,tu,ˈma,2,2,1,1,Initial,Initial,,mato,woods,Clements2012[37-41]
Sri Lanka Portuguese,ma:tu,ˈmatu,ma:.tu,ˈma.tu,tu,ma:,2,tu,2,2,2,2,Final,Final,,mato,woods,Clements2012[37-41]
Sri Lanka Portuguese,bi:t̠ʃi,ˈbiʃu,bi:.t̠ʃi,ˈbi.ʃu,bi:,0,t̠ʃi,ˈbi,2,2,1,1,Initial,Initial,,bicho,worm,Clements2012[37-41]
Sri Lanka Portuguese,bi:t̠ʃi,ˈbiʃu,bi:.t̠ʃi,ˈbi.ʃu,t̠ʃi,bi:,2,ʃu,2,2,2,2,Final,Final,,bicho,worm,Clements2012[37-41]
Sri Lanka Portuguese,botus,vɔˈse,bo.tus,vɔ.ˈse,bo,0,tus,vɔ,2,2,1,1,Initial,Initial,,você,you,Clements2012[37-41]
Sri Lanka Portuguese,botus,vɔˈse,bo.tus,vɔ.ˈse,tus,bo,2,ˈse,2,2,2,2,Final,Final,,você,you,Clements2012[37-41]
Sri Lanka Portuguese,a:nu,ˈɐnu,a.:nu,ˈɐ.nu,a:,0,nu,ˈɐ,2,2,1,1,Initial,Initial,,ano,year,Clements2012[37-41]
Sri Lanka Portuguese,a:nu,ˈɐnu,a.:nu,ˈɐ.nu,nu,a:,2,nu,2,2,2,2,Final,Final,,ano,year,Clements2012[37-41]
Sri Lanka Portuguese,safɾa:m,ɐsɐˈfɾɐ̃w,sa.fɾa:m,ɐ.sɐ.ˈfɾɐ̃w,sa,0,-,ɐ,2,3,1,1,Initial,Initial,,açafrão,yellow,Clements2012[37-41]
Sri Lanka Portuguese,safɾa:m,ɐsɐˈfɾɐ̃w,sa.fɾa:m,ɐ.sɐ.ˈfɾɐ̃w,-,sa,fɾa:m,sɐ,2,3,-,2,-,Medial,,açafrão,yellow,Clements2012[37-41]
Sri Lanka Portuguese,safɾa:m,ɐsɐˈfɾɐ̃w,sa.fɾa:m,ɐ.sɐ.ˈfɾɐ̃w,fɾa:m,-,2,ˈfɾɐ̃w,2,3,2,3,Final,Final,,açafrão,yellow,Clements2012[37-41]
