Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,SourceWordSyl Length,TargetWordSyl Length,Source word length,Target word length,SourceWordSyl length,TargetWordSyl length,Word diff,Word bigger,Syll diff,SylNum bigger,Encontra espaço branco
,tud,ˈtudu,tud,tu.’du,tud,tu,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,tud,ˈtudu,tud,tu.’du,-,ˈdu ,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,ma,ˈmɐʃ,ma,ˈmɐʃ,ma,ˈmɐʃ,1,1,2,3,1,1,-1,Target,0,Equal,#VALUE!
,j,i,j,i,j,i,1,1,1,1,1,1,0,Equal,0,Equal,#VALUE!
,animal,ɐniˈmaɫ,a.ni.mal,ɐ.ni.ˈmaɫ,a,ɐ,3,3,6,6,3,3,0,Equal,0,Equal,#VALUE!
,animal,ɐniˈmaɫ,a.ni.mal,ɐ.ni.ˈmaɫ,ni,ni,3,3,6,6,3,3,0,Equal,0,Equal,#VALUE!
,animal,ɐniˈmaɫ,a.ni.mal,ɐ.ni.ˈmaɫ,mal,ˈmaɫ,3,3,6,6,3,3,0,Equal,0,Equal,#VALUE!
,bit̠ʃ,biʃu,bi.t̠ʃ,bi.ʃu,bi,bi,2,2,3,4,2,2,-1,Target,0,Equal,#VALUE!
,bit̠ʃ,biʃu,bi.t̠ʃ,bi.ʃu,t̠ʃ,ʃu,2,2,3,4,2,2,-1,Target,0,Equal,#VALUE!
,sinza,ˈsĩzɐ,sin.za,ˈsĩ.zɐ,sin,ˈsĩ,2,2,5,4,2,2,1,Source,0,Equal,#VALUE!
,sinza,ˈsĩzɐ,sin.za,ˈsĩ.zɐ,za,zɐ,2,2,5,4,2,2,1,Source,0,Equal,#VALUE!
,na,nɐ,na,nɐ,na,nɐ,1,1,2,2,1,1,0,Equal,0,Equal,#VALUE!
,koʃta,ˈkɔʃtɐ,koʃ.ta,ˈkɔʃ.tɐ,koʃ,ˈkɔʃ,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,koʃta,ˈkɔʃtɐ,koʃ.ta,ˈkɔʃ.tɐ,ta,tɐ,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,mau,ˈmaw,mau,ˈmaw,mau,ˈmaw,1,1,3,3,1,1,0,Equal,0,Equal,#VALUE!
,maɾiod,mɐɾiˈadu,ma.ɾi.od,mɐ.ɾiˈa.du,ma,mɐ,3,3,6,7,3,3,-1,Target,0,Equal,#VALUE!
,maɾiod,mɐɾiˈadu,ma.ɾi.od,mɐ.ɾiˈa.du,ɾi,ɾiˈa,3,3,6,7,3,3,-1,Target,0,Equal,#VALUE!
,maɾiod,mɐɾiˈadu,ma.ɾi.od,mɐ.ɾiˈa.du,od,du,3,3,6,7,3,3,-1,Target,0,Equal,#VALUE!
,ɾom,,ɾom,,,,1,1,3,0,1,1,3,Source,0,Equal,#VALUE!
,puɾke,ˈpuɾkɨ,puɾ.ke,ˈpuɾ.kɨ,puɾ,ˈpuɾ,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,puɾke,ˈpuɾkɨ,puɾ.ke,ˈpuɾ.kɨ,ke,kɨ,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,beɾiga,bɐˈʀigɐ,be.ɾi.ga,bɐ.ˈʀi.gɐ,be,bɐ,3,3,6,6,3,3,0,Equal,0,Equal,#VALUE!
,beɾiga,bɐˈʀigɐ,be.ɾi.ga,bɐ.ˈʀi.gɐ,ɾi,ˈʀi,3,3,6,6,3,3,0,Equal,0,Equal,#VALUE!
,beɾiga,bɐˈʀigɐ,be.ɾi.ga,bɐ.ˈʀi.gɐ,ga,gɐ,3,3,6,6,3,3,0,Equal,0,Equal,#VALUE!
,gɾande,ˈɡɾɐ̃dɨ,gɾan.de,ˈɡɾɐ̃.dɨ,gɾan,ˈɡɾɐ̃,2,2,6,6,2,2,0,Equal,0,Equal,#VALUE!
,gɾande,ˈɡɾɐ̃dɨ,gɾan.de,ˈɡɾɐ̃.dɨ,de,dɨ,2,2,6,6,2,2,0,Equal,0,Equal,#VALUE!
,pos,ˈpasɐru,pos,ˈpa.sɐ.ru,pos,ˈpa,1,3,3,6,1,3,-3,Target,-2,Target,#VALUE!
,pos,ˈpasɐru,pos,ˈpa.sɐ.ru,-,sɐ,1,3,3,6,1,3,-3,Target,-2,Target,#VALUE!
,pos,ˈpasɐru,pos,ˈpa.sɐ.ru,-,ru,1,3,3,6,1,3,-3,Target,-2,Target,#VALUE!
,moɾde,muɾˈdeɾ,moɾ.de,muɾ.ˈdeɾ,moɾ,muɾ,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,moɾde,muɾˈdeɾ,moɾ.de,muɾ.ˈdeɾ,de,ˈdeɾ,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,pɾet,ˈpɾetu,pɾet,ˈpɾe.tu,pɾet,ˈpɾe,1,2,4,5,1,2,-1,Target,-1,Target,#VALUE!
,pɾet,ˈpɾetu,pɾet,ˈpɾe.tu,-,tu,1,2,4,5,1,2,-1,Target,-1,Target,#VALUE!
,sang,ˈsɐ̃ɡɨ,sang,ˈsɐ̃.ɡɨ,sang,ˈsɐ̃,1,2,4,5,1,2,-1,Target,-1,Target,#VALUE!
,sang,ˈsɐ̃ɡɨ,sang,ˈsɐ̃.ɡɨ,-,ɡɨ,1,2,4,5,1,2,-1,Target,-1,Target,#VALUE!
,sopɾa,suˈpɾaɾ,so.pɾa,su.ˈpɾaɾ,so,su,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,sopɾa,suˈpɾaɾ,so.pɾa,su.ˈpɾaɾ,pɾa,ˈpɾaɾ,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,os,ˈosu,os,o.ˈsu,os,o,1,2,2,3,1,2,-1,Target,-1,Target,#VALUE!
,os,ˈosu,os,o.ˈsu,-,ˈsu,1,2,2,3,1,2,-1,Target,-1,Target,#VALUE!
,kema,kejˈmaɾ,ke.ma,kej.ˈmaɾ,ke,kej,2,2,4,6,2,2,-2,Target,0,Equal,#VALUE!
,kema,kejˈmaɾ,ke.ma,kej.ˈmaɾ,ma,ˈmaɾ,2,2,4,6,2,2,-2,Target,0,Equal,#VALUE!
,mnin,mɨˈninu,mnin,mɨ.ˈni.nu,mnin,mɨ,1,3,4,6,1,3,-2,Target,-2,Target,#VALUE!
,mnin,mɨˈninu,mnin,mɨ.ˈni.nu,-,ˈni,1,3,4,6,1,3,-2,Target,-2,Target,#VALUE!
,mnin,mɨˈninu,mnin,mɨ.ˈni.nu,-,nu,1,3,4,6,1,3,-2,Target,-2,Target,#VALUE!
,nuven,ˈnuvɐ̃j̃,nu.ven,ˈnu.vɐ̃j̃,nu,ˈnu,2,2,5,7,2,2,-2,Target,0,Equal,#VALUE!
,nuven,ˈnuvɐ̃j̃,nu.ven,ˈnu.vɐ̃j̃,ven,vɐ̃j̃,2,2,5,7,2,2,-2,Target,0,Equal,#VALUE!
,fɾiu,ˈfɾiu,fɾi.u,ˈfɾi.u,fɾi,ˈfɾi,2,2,4,4,2,2,0,Equal,0,Equal,#VALUE!
,fɾiu,ˈfɾiu,fɾi.u,ˈfɾi.u,u,u,2,2,4,4,2,2,0,Equal,0,Equal,#VALUE!
,ben,ˈvɐ̃j̃,ben,ˈvɐ̃j̃,ben,ˈvɐ̃j̃,1,1,3,5,1,1,-2,Target,0,Equal,#VALUE!
,t̠ʃega,ʃɨˈɡaɾ,t̠ʃe.ga,ʃɨ.ˈɡaɾ,t̠ʃe,ʃɨ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,t̠ʃega,ʃɨˈɡaɾ,t̠ʃe.ga,ʃɨ.ˈɡaɾ,ga,ˈɡaɾ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,konta,kõˈtaɾ,kon.ta,kõ.ˈtaɾ,kon,kõ,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,konta,kõˈtaɾ,kon.ta,kõ.ˈtaɾ,ta,ˈtaɾ,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,sapa,ɐsɐˈpaɾ,sa.pa,ɐ.sɐ.ˈpaɾ,-,ɐ,2,3,4,6,2,3,-2,Target,-1,Target,#VALUE!
,sapa,ɐsɐˈpaɾ,sa.pa,ɐ.sɐ.ˈpaɾ,sa,sɐ,2,3,4,6,2,3,-2,Target,-1,Target,#VALUE!
,sapa,ɐsɐˈpaɾ,sa.pa,ɐ.sɐ.ˈpaɾ,pa,ˈpaɾ,2,3,4,6,2,3,-2,Target,-1,Target,#VALUE!
,koɾta,kuɾˈtaɾ,koɾ.ta,kuɾ.ˈtaɾ,koɾ,kuɾ,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,koɾta,kuɾˈtaɾ,koɾ.ta,kuɾ.ˈtaɾ,ta,ˈtaɾ,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,dia,ˈdiɐ,di.a,ˈdi.ɐ,di,ˈdi,2,2,3,3,2,2,0,Equal,0,Equal,#VALUE!
,dia,ˈdiɐ,di.a,ˈdi.ɐ,a,ɐ,2,2,3,3,2,2,0,Equal,0,Equal,#VALUE!
,moɾe,muˈʀeɾ,mo.ɾe,mu.ˈʀeɾ,mo,mu,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,moɾe,muˈʀeɾ,mo.ɾe,mu.ˈʀeɾ,ɾe,ˈʀeɾ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,kava,kɐˈvaɾ,ka.va,kɐ.ˈvaɾ,ka,kɐ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,kava,kɐˈvaɾ,ka.va,kɐ.ˈvaɾ,va,ˈvaɾ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,ʃuʒ,ˈsuʒu,ʃuʒ,ˈsu.ʒu,ʃuʒ,ˈsu,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,ʃuʒ,ˈsuʒu,ʃuʒ,ˈsu.ʒu,-,ʒu,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,inkaɾdid,ẽkɐɾˈdidu,in.kaɾ.did,ẽ.kɐɾ.ˈdi.du,in,ẽ,3,4,8,8,3,4,0,Equal,-1,Target,#VALUE!
,inkaɾdid,ẽkɐɾˈdidu,in.kaɾ.did,ẽ.kɐɾ.ˈdi.du,kaɾ,kɐɾ,3,4,8,8,3,4,0,Equal,-1,Target,#VALUE!
,inkaɾdid,ẽkɐɾˈdidu,in.kaɾ.did,ẽ.kɐɾ.ˈdi.du,did,ˈdi,3,4,8,8,3,4,0,Equal,-1,Target,#VALUE!
,inkaɾdid,ẽkɐɾˈdidu,in.kaɾ.did,ẽ.kɐɾ.ˈdi.du,-,du,3,4,8,8,3,4,0,Equal,-1,Target,#VALUE!
,kot̠ʃoɾ,kɐˈʃoʀu,ko.t̠ʃoɾ,kɐ.ˈʃo.ʀu,ko,kɐ,2,3,5,6,2,3,-1,Target,-1,Target,#VALUE!
,kot̠ʃoɾ,kɐˈʃoʀu,ko.t̠ʃoɾ,kɐ.ˈʃo.ʀu,t̠ʃoɾ,ˈʃo,2,3,5,6,2,3,-1,Target,-1,Target,#VALUE!
,kot̠ʃoɾ,kɐˈʃoʀu,ko.t̠ʃoɾ,kɐ.ˈʃo.ʀu,-,ʀu,2,3,5,6,2,3,-1,Target,-1,Target,#VALUE!
,bibe,bɨˈbeɾ,bi.be,bɨ.ˈbeɾ,bi,bɨ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,bibe,bɨˈbeɾ,bi.be,bɨ.ˈbeɾ,be,ˈbeɾ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,sek,ˈseku,sek,ˈse.ku,sek,ˈse,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,sek,ˈseku,sek,ˈse.ku,-,ku,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,teɾ,teɾ,teɾ,teɾ,teɾ,teɾ,1,1,3,3,1,1,0,Equal,0,Equal,#VALUE!
,mok,ˈmoku,mok,ˈmo.ku,mok,ˈmo,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,mok,ˈmoku,mok,ˈmo.ku,-,ku,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,teɾa,ˈtɛʀɐ,te.ɾa,ˈtɛ.ʀɐ,te,ˈtɛ,2,2,4,4,2,2,0,Equal,0,Equal,#VALUE!
,teɾa,ˈtɛʀɐ,te.ɾa,ˈtɛ.ʀɐ,ɾa,ʀɐ,2,2,4,4,2,2,0,Equal,0,Equal,#VALUE!
,po,po,po,po,po,po,1,1,2,2,1,1,0,Equal,0,Equal,#VALUE!
,pueɾa,ˈpuɐjɾɐ,pu.e.ɾa,ˈpu.ɐj.ɾɐ,pu,ˈpu,3,3,5,6,3,3,-1,Target,0,Equal,#VALUE!
,pueɾa,ˈpuɐjɾɐ,pu.e.ɾa,ˈpu.ɐj.ɾɐ,e,ɐj,3,3,5,6,3,3,-1,Target,0,Equal,#VALUE!
,pueɾa,ˈpuɐjɾɐ,pu.e.ɾa,ˈpu.ɐj.ɾɐ,ɾa,ɾɐ,3,3,5,6,3,3,-1,Target,0,Equal,#VALUE!
,oɾea,ɔˈɾɐʎɐ,o.ɾe.a,ɔ.ˈɾɐ.ʎɐ,o,ɔ,3,3,4,5,3,3,-1,Target,0,Equal,#VALUE!
,oɾea,ɔˈɾɐʎɐ,o.ɾe.a,ɔ.ˈɾɐ.ʎɐ,ɾe,ˈɾɐ,3,3,4,5,3,3,-1,Target,0,Equal,#VALUE!
,oɾea,ɔˈɾɐʎɐ,o.ɾe.a,ɔ.ˈɾɐ.ʎɐ,a,ʎɐ,3,3,4,5,3,3,-1,Target,0,Equal,#VALUE!
,t̠ʃon,t̠ʃɐ̃w̃,t̠ʃon,t̠ʃɐ̃w̃,t̠ʃon,t̠ʃɐ̃w̃,1,1,3,5,1,1,-2,Target,0,Equal,#VALUE!
,kme,kuˈmeɾ,kme,ku.ˈmeɾ,kme,ku,1,2,3,5,1,2,-2,Target,-1,Target,#VALUE!
,kme,kuˈmeɾ,kme,ku.ˈmeɾ,-,ˈmeɾ,1,2,3,5,1,2,-2,Target,-1,Target,#VALUE!
,ov,ˈovu,ov,ˈo.vu,ov,ˈo,1,2,2,3,1,2,-1,Target,-1,Target,#VALUE!
,ov,ˈovu,ov,ˈo.vu,-,vu,1,2,2,3,1,2,-1,Target,-1,Target,#VALUE!
,oi,ˈoʎu,oi,ˈo.ʎu,oi,ˈo,1,2,2,3,1,2,-1,Target,-1,Target,#VALUE!
,oi,ˈoʎu,oi,ˈo.ʎu,-,ʎu,1,2,2,3,1,2,-1,Target,-1,Target,#VALUE!
,kei,kɐˈiɾ,kei,kɐ.ˈiɾ,kei,kɐ,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,kei,kɐˈiɾ,kei,kɐ.ˈiɾ,-,ˈiɾ,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,lonʒ,ˈlõʒɨ,lonʒ,ˈlõ.ʒɨ,lonʒ,ˈlõ,1,2,4,5,1,2,-1,Target,-1,Target,#VALUE!
,lonʒ,ˈlõʒɨ,lonʒ,ˈlõ.ʒɨ,-,ʒɨ,1,2,4,5,1,2,-1,Target,-1,Target,#VALUE!
,guɾduɾa,ɡuɾˈduɾɐ,guɾ.du.ɾa,ɡuɾ.ˈdu.ɾɐ,guɾ,ɡuɾ,3,3,7,7,3,3,0,Equal,0,Equal,#VALUE!
,guɾduɾa,ɡuɾˈduɾɐ,guɾ.du.ɾa,ɡuɾ.ˈdu.ɾɐ,du,ˈdu,3,3,7,7,3,3,0,Equal,0,Equal,#VALUE!
,guɾduɾa,ɡuɾˈduɾɐ,guɾ.du.ɾa,ɡuɾ.ˈdu.ɾɐ,ɾa,ɾɐ,3,3,7,7,3,3,0,Equal,0,Equal,#VALUE!
,baɲa,ˈbɐ̃ɲɐ,ba.ɲa,ˈbɐ̃.ɲɐ,ba,ˈbɐ̃,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,baɲa,ˈbɐ̃ɲɐ,ba.ɲa,ˈbɐ̃.ɲɐ,ɲa,ɲɐ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,pai,paj,pai,paj,pai,paj,1,1,3,3,1,1,0,Equal,0,Equal,#VALUE!
,tenmed,tɐ̃j̃ˈmedu,ten.med,tɐ̃j̃.ˈme.du,ten,tɐ̃j̃,2,3,6,9,2,3,-3,Target,-1,Target,#VALUE!
,tenmed,tɐ̃j̃ˈmedu,ten.med,tɐ̃j̃.ˈme.du,med,ˈme,2,3,6,9,2,3,-3,Target,-1,Target,#VALUE!
,tenmed,tɐ̃j̃ˈmedu,ten.med,tɐ̃j̃.ˈme.du,-,du,2,3,6,9,2,3,-3,Target,-1,Target,#VALUE!
,pena,ˈpenɐ,pe.na,ˈpe.nɐ,pe,ˈpe,2,2,4,4,2,2,0,Equal,0,Equal,#VALUE!
,pena,ˈpenɐ,pe.na,ˈpe.nɐ,na,nɐ,2,2,4,4,2,2,0,Equal,0,Equal,#VALUE!
,pok,ˈpoku,pok,ˈpo.ku,pok,ˈpo,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,pok,ˈpoku,pok,ˈpo.ku,-,ku,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,bkedin,bukaˈdiɲu,bke.din,bu.kɐ.ˈdi.ɲu,bke,bu,2,4,6,8,2,4,-2,Target,-2,Target,#VALUE!
,bkedin,bukaˈdiɲu,bke.din,bu.kɐ.ˈdi.ɲu,-,kɐ,2,4,6,8,2,4,-2,Target,-2,Target,#VALUE!
,bkedin,bukaˈdiɲu,bke.din,bu.kɐ.ˈdi.ɲu,din,ˈdi,2,4,6,8,2,4,-2,Target,-2,Target,#VALUE!
,bkedin,bukaˈdiɲu,bke.din,bu.kɐ.ˈdi.ɲu,-,ɲu,2,4,6,8,2,4,-2,Target,-2,Target,#VALUE!
,kziɲa,kojˈziɲɐ,kzi.ɲa,koj.ˈzi.ɲɐ,kzi,Koj,2,3,5,7,2,3,-2,Target,-1,Target,#VALUE!
,kziɲa,kojˈziɲɐ,kzi.ɲa,koj.ˈzi.ɲɐ,-,ˈzi,2,3,5,7,2,3,-2,Target,-1,Target,#VALUE!
,kziɲa,kojˈziɲɐ,kzi.ɲa,koj.ˈzi.ɲɐ,ɲa,ɲɐ,2,3,5,7,2,3,-2,Target,-1,Target,#VALUE!
,bɾiga,bɾiˈɡaɾ,bɾi.ga,bɾi.ˈɡaɾ,bɾi,bɾi,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,bɾiga,bɾiˈɡaɾ,bɾi.ga,bɾi.ˈɡaɾ,ga,ˈɡaɾ,2,2,5,6,2,2,-1,Target,0,Equal,#VALUE!
,lum,ˈlumɨ,lum,ˈlu.mɨ,lum,ˈlu ,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,lum,ˈlumɨ,lum,ˈlu.mɨ,-,mɨ,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,peʃ,ˈpejʃɨ,peʃ,ˈpej.ʃɨ,peʃ,ˈpej,1,2,3,5,1,2,-2,Target,-1,Target,#VALUE!
,peʃ,ˈpejʃɨ,peʃ,ˈpej.ʃɨ,-,ʃɨ,1,2,3,5,1,2,-2,Target,-1,Target,#VALUE!
,sink,ˈsĩku,sink,ˈsĩ.ku,sink,ˈsĩ,1,2,4,4,1,2,0,Equal,-1,Target,#VALUE!
,sink,ˈsĩku,sink,ˈsĩ.ku,-,ku,1,2,4,4,1,2,0,Equal,-1,Target,#VALUE!
,boia,bojˈaɾ,boi.a,boj.ˈaɾ,boi,boj,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,boia,bojˈaɾ,boi.a,boj.ˈaɾ,a,ˈaɾ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,koɾe,kuˈʀeɾ,ko.ɾe,ku.ˈʀeɾ,ko,ku,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,koɾe,kuˈʀeɾ,ko.ɾe,ku.ˈʀeɾ,ɾe,ˈʀeɾ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,floɾ,ˈfloɾ,floɾ,ˈfloɾ,floɾ,ˈfloɾ,1,1,4,4,1,1,0,Equal,0,Equal,#VALUE!
,vuə,ˈvuaɾ,vuə,ˈvu.aɾ,vuə,ˈvu,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,vuə,ˈvuaɾ,vuə,ˈvu.aɾ,-,aɾ,1,2,3,4,1,2,-1,Target,-1,Target,#VALUE!
,nevueɾ,nɨvuˈɐjɾu,ne.vu.eɾ,nɨ.vu.ˈɐj.ɾu,ne,nɨ,3,4,6,8,3,4,-2,Target,-1,Target,#VALUE!
,nevueɾ,nɨvuˈɐjɾu,ne.vu.eɾ,nɨ.vu.ˈɐj.ɾu,vu,vu,3,4,6,8,3,4,-2,Target,-1,Target,#VALUE!
,nevueɾ,nɨvuˈɐjɾu,ne.vu.eɾ,nɨ.vu.ˈɐj.ɾu,-,ˈɐj,3,4,6,8,3,4,-2,Target,-1,Target,#VALUE!
,nevueɾ,nɨvuˈɐjɾu,ne.vu.eɾ,nɨ.vu.ˈɐj.ɾu,eɾ,ɾu,3,4,6,8,3,4,-2,Target,-1,Target,#VALUE!
,pe,ˈpɛ,pe,ˈpɛ,pe,ˈpɛ,1,1,2,2,1,1,0,Equal,0,Equal,#VALUE!
,kuat,ˈkuatɾu,ku.at,ˈkua.tɾu,ku,ˈkua,2,2,4,6,2,2,-2,Target,0,Equal,#VALUE!
,kuat,ˈkuatɾu,ku.at,ˈkua.tɾu,at,tɾu,2,2,4,6,2,2,-2,Target,0,Equal,#VALUE!
,ʒela,ʒɨˈlaɾ,ʒe.la,ʒɨ.ˈlaɾ,ʒe,ʒɨ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,ʒela,ʒɨˈlaɾ,ʒe.la,ʒɨ.ˈlaɾ,la,ˈlaɾ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,fɾuta,ˈfɾutɐ,fɾu.ta,ˈfɾu.tɐ,fɾu,ˈfɾu,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,fɾuta,ˈfɾutɐ,fɾu.ta,ˈfɾu.tɐ,ta,tɐ,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,da,ˈdaɾ,da,ˈdaɾ,da,ˈdaɾ,1,1,2,3,1,1,-1,Target,0,Equal,#VALUE!
,bon,ˈbõ,bon,ˈbõ,bon,ˈbõ,1,1,3,2,1,1,1,Source,0,Equal,#VALUE!
,eɾva,ˈɛɾvɐ,eɾ.va,ˈɛɾ.vɐ,eɾ,ˈɛɾ,2,2,4,4,2,2,0,Equal,0,Equal,#VALUE!
,eɾva,ˈɛɾvɐ,eɾ.va,ˈɛɾ.vɐ,va,vɐ,2,2,4,4,2,2,0,Equal,0,Equal,#VALUE!
,paia,ˈpaʎɐ,pa.ia,ˈpa.ʎɐ,pa,ˈpa,2,2,4,4,2,2,0,Equal,0,Equal,#VALUE!
,paia,ˈpaʎɐ,pa.ia,ˈpa.ʎɐ,ia,ʎɐ,2,2,4,4,2,2,0,Equal,0,Equal,#VALUE!
,veɾd,ˈveɾdɨ,veɾ.d,ˈveɾ.dɨ,veɾ,ˈveɾ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,veɾd,ˈveɾdɨ,veɾ.d,ˈveɾ.dɨ,d,dɨ,2,2,4,5,2,2,-1,Target,0,Equal,#VALUE!
,tɾipa,ˈtɾipɐ,tɾi.pa,ˈtɾi.pɐ,tɾi,ˈtɾi,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,tɾipa,ˈtɾipɐ,tɾi.pa,ˈtɾi.pɐ,pa,pɐ,2,2,5,5,2,2,0,Equal,0,Equal,#VALUE!
,kabel,kɐˈbelu,ka.bel,kɐ.ˈbe.lu,ka,kɐ,2,3,5,6,2,3,-1,Target,-1,Target,#VALUE!
,kabel,kɐˈbelu,ka.bel,kɐ.ˈbe.lu,bel,ˈbe,2,3,5,6,2,3,-1,Target,-1,Target,#VALUE!
,kabel,kɐˈbelu,ka.bel,kɐ.ˈbe.lu,-,lu,2,3,5,6,2,3,-1,Target,-1,Target,#VALUE!
,mon,ˈmɐ̃w̃,mon,ˈmɐ̃w̃,mon,ˈmɐ̃w̃,1,1,3,5,1,1,-2,Target,0,Equal,#VALUE!
,el,ˈelɨ,el,ˈe.lɨ,el,ˈe,1,2,2,3,1,2,-1,Target,-1,Target,#VALUE!
,el,ˈelɨ,el,ˈe.lɨ,-,lɨ,1,2,2,3,1,2,-1,Target,-1,Target,#VALUE!
,kabɛsa,kɐˈbesɐ,ka.bɛ.sa,kɐ.ˈbe.sɐ,ka,kɐ,3,3,6,6,3,3,0,Equal,0,Equal,#VALUE!
,kabɛsa,kɐˈbesɐ,ka.bɛ.sa,kɐ.ˈbe.sɐ,bɛ,ˈbe,3,3,6,6,3,3,0,Equal,0,Equal,#VALUE!
,kabɛsa,kɐˈbesɐ,ka.bɛ.sa,kɐ.ˈbe.sɐ,sa,sɐ,3,3,6,6,3,3,0,Equal,0,Equal,#VALUE!
,uvi,oˈviɾ,u.vi,o.ˈviɾ,u,o,2,2,3,4,2,2,-1,Target,0,Equal,#VALUE!
,uvi,oˈviɾ,u.vi,o.ˈviɾ,vi,ˈviɾ,2,2,3,4,2,2,-1,Target,0,Equal,#VALUE!
,koɾason,kuɾɐˈsɐ̃w̃,ko.ɾa.son,ku.ɾɐ.ˈsɐ̃w̃,ko,ku,3,3,7,9,3,3,-2,Target,0,Equal,#VALUE!
,koɾason,kuɾɐˈsɐ̃w̃,ko.ɾa.son,ku.ɾɐ.ˈsɐ̃w̃,ɾa,ɾɐ,3,3,7,9,3,3,-2,Target,0,Equal,#VALUE!
,koɾason,kuɾɐˈsɐ̃w̃,ko.ɾa.son,ku.ɾɐ.ˈsɐ̃w̃,son,ˈsɐ̃w̃,3,3,7,9,3,3,-2,Target,0,Equal,#VALUE!
,pezod,pɨˈzadu,pe.zo.d,pɨ.ˈza.du,pe,pɨ,3,3,5,6,3,3,-1,Target,0,Equal,#VALUE!
,pezod,pɨˈzadu,pe.zo.d,pɨ.ˈza.du,zo,ˈza,3,3,5,6,3,3,-1,Target,0,Equal,#VALUE!
,pezod,pɨˈzadu,pe.zo.d,pɨ.ˈza.du,d,du,3,3,5,6,3,3,-1,Target,0,Equal,#VALUE!
,li,ɐˈli,li,ɐ.ˈli,-,ɐ,1,2,2,3,1,2,-1,Target,-1,Target,#VALUE!
,li,ɐˈli,li,ɐ.ˈli,li,ˈli,1,2,2,3,1,2,-1,Target,-1,Target,#VALUE!
,ei,ɐˈi,ei,ɐ.ˈi,ei,ɐ,1,2,2,2,1,2,0,Equal,-1,Target,#VALUE!
,ei,ɐˈi,ei,ɐ.ˈi,-,ˈi,1,2,2,2,1,2,0,Equal,-1,Target,#VALUE!
,da,da,da,da,da,da,1,1,2,2,1,1,0,Equal,0,Equal,#VALUE!
,lonba,ɐɫõˈbaɾ,lon.ba,ɐ.ɫõ.ˈbaɾ,-,ɐ,2,3,5,7,2,3,-2,Target,-1,Target,#VALUE!
,lonba,ɐɫõˈbaɾ,lon.ba,ɐ.ɫõ.ˈbaɾ,lon,ɫõ,2,3,5,7,2,3,-2,Target,-1,Target,#VALUE!
,lonba,ɐɫõˈbaɾ,lon.ba,ɐ.ɫõ.ˈbaɾ,ba,ˈbaɾ,2,3,5,7,2,3,-2,Target,-1,Target,#VALUE!
